,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
128,TSLA230512C00150000,2023-05-03 19:58:38+00:00,150.0,12.6,12.35,12.6,0.20000076,1.6129096,747.0,920,0.5520064331054688,True,REGULAR,USD
129,TSLA230512C00152500,2023-05-03 19:51:40+00:00,152.5,10.43,10.35,10.6,0.10000038,0.96805793,317.0,375,0.5317429638671876,True,REGULAR,USD
130,TSLA230512C00155000,2023-05-03 19:52:57+00:00,155.0,8.7,8.6,8.8,0.05000019,0.5780369,540.0,1676,0.522343643798828,True,REGULAR,USD
131,TSLA230512C00157500,2023-05-03 19:59:34+00:00,157.5,7.05,6.95,7.15,-0.14999962,-2.0833282,526.0,2058,0.5097705273437501,True,REGULAR,USD
132,TSLA230512C00160000,2023-05-03 19:59:58+00:00,160.0,5.63,5.55,5.7,-0.01999998,-0.35398194,3440.0,4100,0.5022022436523439,True,REGULAR,USD
133,TSLA230512C00162500,2023-05-03 19:59:57+00:00,162.5,4.35,4.35,4.4,0.0,0.0,5656.0,3772,0.49609878906250005,False,REGULAR,USD
134,TSLA230512C00165000,2023-05-03 19:59:53+00:00,165.0,3.3,3.3,3.4,-0.10000014,-2.9411805,20077.0,7156,0.4939015454101563,False,REGULAR,USD
135,TSLA230512C00167500,2023-05-03 19:59:56+00:00,167.5,2.49,2.44,2.53,-0.059999943,-2.352939,4875.0,4152,0.4870656762695313,False,REGULAR,USD
136,TSLA230512C00170000,2023-05-03 19:59:57+00:00,170.0,1.83,1.79,1.85,-0.03999996,-2.1390355,13733.0,8114,0.4826711889648438,False,REGULAR,USD
137,TSLA230512C00172500,2023-05-03 19:59:42+00:00,172.5,1.31,1.26,1.34,-0.100000024,-7.0922003,5261.0,2830,0.481450498046875,False,REGULAR,USD
138,TSLA230512C00175000,2023-05-03 19:59:58+00:00,175.0,0.94,0.9,0.96,-0.07999998,-7.843136,8659.0,7308,0.481450498046875,False,REGULAR,USD
139,TSLA230512C00177500,2023-05-03 19:59:22+00:00,177.5,0.67,0.65,0.69,-0.07999998,-10.666665,2252.0,2494,0.4846242944335938,False,REGULAR,USD
140,TSLA230512C00180000,2023-05-03 19:59:15+00:00,180.0,0.48,0.46,0.49,-0.07000002,-12.727277,4863.0,6168,0.48779809082031256,False,REGULAR,USD
141,TSLA230512C00182500,2023-05-03 19:58:48+00:00,182.5,0.33,0.32,0.36,-0.07999998,-19.512192,2134.0,2471,0.49561051269531253,False,REGULAR,USD
142,TSLA230512C00185000,2023-05-03 19:57:50+00:00,185.0,0.25,0.23,0.26,-0.050000012,-16.66667,3027.0,5432,0.5019581054687501,False,REGULAR,USD
143,TSLA230512C00187500,2023-05-03 19:58:42+00:00,187.5,0.17,0.17,0.2,-0.049999997,-22.727272,1752.0,7528,0.506840869140625,False,REGULAR,USD
144,TSLA230512C00190000,2023-05-03 19:59:26+00:00,190.0,0.14,0.14,0.15,-0.019999996,-12.499998,2331.0,4047,0.5195360546875,False,REGULAR,USD
145,TSLA230512C00192500,2023-05-03 19:42:35+00:00,192.5,0.1,0.1,0.12,-0.04,-28.571426,407.0,1493,0.5302781347656251,False,REGULAR,USD
146,TSLA230512C00195000,2023-05-03 19:56:57+00:00,195.0,0.08,0.08,0.1,-0.010000005,-11.111116,807.0,2745,0.5449264257812501,False,REGULAR,USD
147,TSLA230512C00197500,2023-05-03 19:54:41+00:00,197.5,0.08,0.06,0.09,0.0,0.0,1799.0,1561,0.56055126953125,False,REGULAR,USD
148,TSLA230512C00200000,2023-05-03 19:59:32+00:00,200.0,0.07,0.06,0.07,-0.009999998,-12.499998,941.0,4542,0.57812921875,False,REGULAR,USD
149,TSLA230512C00202500,2023-05-03 19:28:30+00:00,202.5,0.05,0.05,0.07,0.0,0.0,42.0,1735,0.6015664843750002,False,REGULAR,USD
150,TSLA230512C00205000,2023-05-03 19:45:33+00:00,205.0,0.05,0.04,0.06,0.0,0.0,443.0,1697,0.6132851171875001,False,REGULAR,USD
151,TSLA230512C00207500,2023-05-03 19:47:24+00:00,207.5,0.05,0.04,0.05,0.010000002,25.000006,59.0,1434,0.632816171875,False,REGULAR,USD
152,TSLA230512C00210000,2023-05-03 16:55:32+00:00,210.0,0.04,0.03,0.04,0.0,0.0,589.0,4624,0.64062859375,False,REGULAR,USD
153,TSLA230512C00212500,2023-05-03 19:21:37+00:00,212.5,0.03,0.02,0.05,0.0,0.0,403.0,1218,0.6640658593750002,False,REGULAR,USD
154,TSLA230512C00215000,2023-05-03 18:22:21+00:00,215.0,0.04,0.03,0.04,0.01,33.333336,71.0,1992,0.6875031250000001,False,REGULAR,USD
155,TSLA230512C00217500,2023-05-03 13:55:03+00:00,217.5,0.03,0.02,0.04,0.0,0.0,4.0,524,0.6992217578125001,False,REGULAR,USD
